deck_type,player1_bartender,player2_bartender,games,player1_wins,player2_wins,player1_win_rate,average_rounds,appeal_tie_rate,price_tie_rate,comeback_rate,average_switches_per_game
random,June,Mara,1020,510,510,0.5,11.324509803921568,0.254609990477015,0.09497013245606441,0.16176470588235295,4.694117647058824
random,June,Nico,1020,500,520,0.49019607843137253,11.366666666666667,0.26444712782473695,0.09996549939623943,0.19705882352941176,4.741176470588235
random,June,Rae,1020,506,514,0.49607843137254903,11.311764705882354,0.2610504420176807,0.09741723002253423,0.1450980392156863,4.749019607843137
random,June,Sol,1020,525,495,0.5147058823529411,11.260784313725491,0.2607522200940275,0.09637819954727495,0.14705882352941177,4.697058823529412
random,June,Theo,1020,525,495,0.5147058823529411,11.29607843137255,0.26809581669848986,0.10197882312098594,0.15588235294117647,4.7
random,Mara,Ace,1021,528,493,0.5171400587659157,11.354554358472086,0.2613646165789701,0.09937030966962822,0.16454456415279137,4.713026444662096
random,Mara,June,1021,506,515,0.49559255631733595,11.285014691478942,0.2660996354799514,0.09972227043915986,0.16552399608227228,4.747306562193928
random,Mara,Mara,1021,491,530,0.48090107737512244,11.333986287952987,0.26391289319045974,0.0976494987901832,0.16258570029382957,4.738491674828599
random,Mara,Nico,1021,514,507,0.5034280117531832,11.344760039177277,0.2683242683242683,0.09703876370543037,0.16258570029382957,4.829578844270324
random,Mara,Rae,1021,490,531,0.47992164544564153,11.319294809010774,0.2707450030284676,0.09924720948342995,0.1860920666013712,4.729676787463271
random,Mara,Sol,1021,496,525,0.48579823702252695,11.328109696376101,0.2675946740446135,0.09986166349645513,0.1909892262487757,4.688540646425073
random,Mara,Theo,1021,505,516,0.49461312438785504,11.365328109696376,0.2684419165804895,0.10513615994484661,0.16258570029382957,4.770812928501469
random,Nico,Ace,1020,514,506,0.503921568627451,11.292156862745099,0.2740927244313249,0.10149331481159923,0.1715686274509804,4.787254901960784
random,Nico,June,1020,516,504,0.5058823529411764,11.311764705882354,0.27119084763390533,0.09854394175767031,0.15490196078431373,4.708823529411765
random,Nico,Mara,1020,529,491,0.5186274509803922,11.32843137254902,0.26282994374729557,0.10038944180008655,0.1480392156862745,4.736274509803922
random,Nico,Nico,1020,524,496,0.5137254901960784,11.314705882352941,0.2699072870635127,0.10059786846893684,0.16176470588235295,4.764705882352941
random,Nico,Rae,1020,510,510,0.5,11.390196078431373,0.2669994835599931,0.10113616801514891,0.15294117647058825,4.800980392156863
random,Nico,Sol,1020,514,506,0.503921568627451,11.323529411764707,0.2623376623376623,0.09722943722943723,0.15196078431372548,4.763725490196078
random,Nico,Theo,1020,527,493,0.5166666666666667,11.295098039215686,0.27202499783004946,0.10129329051297631,0.19117647058823528,4.711764705882353
random,Rae,Ace,1020,523,497,0.5127450980392156,11.37843137254902,0.2584008271583664,0.09865586765466139,0.17941176470588235,4.714705882352941
random,Rae,June,1020,502,518,0.492156862745098,11.331372549019608,0.26466516698390724,0.0991521024398685,0.17647058823529413,4.768627450980392
random,Rae,Mara,1020,528,492,0.5176470588235295,11.304901960784314,0.25921429190876766,0.09548174486167722,0.1568627450980392,4.765686274509804
random,Rae,Nico,1020,537,483,0.5264705882352941,11.331372549019608,0.2631943242775567,0.09499913479840803,0.15784313725490196,4.769607843137255
random,Rae,Rae,1020,537,483,0.5264705882352941,11.27450980392157,0.26121739130434785,0.09539130434782608,0.153921568627451,4.783333333333333
random,Rae,Sol,1020,508,512,0.4980392156862745,11.324509803921568,0.26473898363778026,0.0966150116872998,0.16372549019607843,4.799019607843137
random,Rae,Theo,1020,504,516,0.49411764705882355,11.26764705882353,0.2630296702340555,0.09466631862873053,0.16568627450980392,4.780392156862745
random,Sol,Ace,1020,537,483,0.5264705882352941,11.295098039215686,0.2638659838555681,0.10051210832393022,0.16568627450980392,4.763725490196078
random,Sol,June,1020,496,524,0.48627450980392156,11.307843137254903,0.2791746141841512,0.1016126235477718,0.1607843137254902,4.7558823529411764
random,Sol,Mara,1020,503,517,0.4931372549019608,11.345098039215687,0.27549256826823365,0.10101970273072934,0.16862745098039217,4.753921568627451
random,Sol,Nico,1020,511,509,0.5009803921568627,11.336274509803921,0.26991265242584106,0.09798495200207559,0.16862745098039217,4.78921568627451
random,Sol,Rae,1020,506,514,0.49607843137254903,11.292156862745099,0.2641951727730509,0.09645771835388088,0.16568627450980392,4.773529411764706
random,Sol,Sol,1020,491,529,0.48137254901960785,11.303921568627452,0.2694709453599306,0.10121422376409367,0.15784313725490196,4.747058823529412
random,Sol,Theo,1020,502,518,0.492156862745098,11.376470588235295,0.2674939675973802,0.1011720096518442,0.19215686274509805,4.78921568627451
random,Theo,Ace,1021,498,523,0.4877571008814887,11.377081292850146,0.27152203856749313,0.10158402203856749,0.15670910871694418,4.845249755142017
random,Theo,June,1021,510,511,0.49951028403525954,11.28109696376102,0.2661052266018406,0.09706546275395034,0.15768854064642507,4.715964740450539
random,Theo,Mara,1021,512,509,0.5014691478942214,11.291870714985308,0.25882557030098013,0.09246248590510886,0.15964740450538686,4.749265426052889
random,Theo,Nico,1021,508,513,0.4975514201762977,11.319294809010774,0.27178333477546074,0.10019901358484036,0.15866797257590598,4.763956904995103
random,Theo,Rae,1020,508,512,0.4980392156862745,11.27156862745098,0.2677220144385492,0.1013307819431156,0.13725490196078433,4.700980392156863
random,Theo,Sol,1021,522,499,0.5112634671890304,11.262487757100882,0.25680493955996175,0.09957387598921645,0.15181194906953965,4.749265426052889
random,Theo,Theo,1021,471,550,0.46131243878550443,11.350636630754163,0.26395720079385626,0.09647079126758133,0.1665034280117532,4.810969637610186
